rssi
-47
-47
-49
-49
-47
-47
-54
-45
-46
-49
-48
-46
-47
-50
-52
-49
-49
-50
-47
-45
-50
-49
-48
-53
-49
-48
-48
-47
-48
-49
-49
-49
-50
-49
-48
-51
-48
-46
-47
-48
-49
-47
-47
-54
-45
-45
-50
-48
-46
-46
-50
-51
-49
-49
-50
-47
-45
-50
-49
-48
-53
-49
-49
-47
-47
-48
-49
-48
-49
-50
-50
-48
-50
-47
-46
-47
-48
-49
-47
-47
-54
-45
-46
-49
-48
-46
-47
-50
-51
-48
-49
-50
-47
-45
-50
-49
-48
-52
-49
-48
-48
-46
-48
-49
-49
-49
-50
-50
-48
-50
-47
-46
-47
-48
-49
-47
-47
-54
-45
-46
-50
-48
-46
-46
-50
-51
-49
-49
-50
-46
-45
-50
-49
-47
-53
-49
-49
-48
-47
-48
-49
-49
-49
-50
-49
-47
-50
-46
-46
-47
-49
-49
-47
-47
-54
-45
-46
-49
-48
-46
-47
-50
-51
-48
-49
-50
-47
-45
-50
-49
-48
-53
-49
-47
-48
-47
-48
-49
-49
-49
-50
-50
-48
-50
-47
-46
-47
-48
-49
-47
-47
-54
-45
-46
-50
-48
-46
-46
-50
-51
-49
-49
-50
-47
-45
-50
-49
-48
-53
-49
-49
-47
-46
-48
-49
-49
-49
-49
-50
-48
-50
-47
-47
-47
-49
-49
-47
-47
-54
-45
-46
-49
-48
-46
-46
-50
-51
-48
-49
-50
-47
-45
-51
-49
-48
-53
-49
-48
-48
-46
-48
-49
-49
-49
-50
-50
-48
-50
-47
-47
-47
-48
-49
-47
-47
-54
-45
-45
-50
-49
-46
-46
-50
-51
-49
-49
-50
-47
-45
-50
-49
-48
-53
-49
-49
-47
-47
-48
-49
-49
-49
-49
-50
-47
-50
-47
-47
-47
-49
-49
-47
-47
-54
-45
-46
-50
-48
-46
-47
-50
-51
-48
-49
-50
-47
-45
-51
-49
-48
-53
-49
-47
-48
-46
-48
-49
-49
-49
-50
-50
-48
-50
-47
-46
-47
-47
-49
-47
-47
-54
-45
-46
-50
-48
-46
-46
-50
-51
-49
-49
-50
-46
-45
-51
-49
-48
-53
-49
-49
-48
-46
-48
-49
-49
-49
-49
-50
-48
-50
-47
-47
-47
-49
-49
-47
-47
-54
-45
-46
-49
-48
-46
-47
-50
-51
-47
-49
-50
-47
-45
-51
-49
-48
-53
-49
-48
-47
-46
-48
-49
-49
-49
-50
-50
-48
-50
-47
-47
-47
-48
-49
-47
-47
-55
-45
-46
-50
-48
-46
-46
-50
-51
-49
-49
-50
-46
-45
-51
-49
-48
-53
-49
-49
-47
-46
-48
-49
-48
-49
-49
-50
-48
-50
-47
-47
-47
-49
-49
-47
-47
-54
-45
-46
-49
-48
-46
-47
-50
-51
-48
-49
-50
-47
-45
-51
-49
-48
-53
-49
-48
-48
-47
-48
-49
-49
-49
-50
-50
-48
-49
-47
-47
-47
-48
-49
-47
-47
-54
-45
-46
-50
-48
-46
-46
-50
-51
-49
-49
-50
-47
-45
-50
-49
-48
-53
-49
-49
-47
-46
-49
-49
-48
-49
-49
-50
-48
-50
-47
-47
-47
-49
-49
-47
-47
-54
-45
-46
-50
-48
-46
-47
-50
-51
-47
-49
-50
-47
-45
-51
-49
-48
-53
-49
-48
-47
-46
-48
-49
-49
-49
-50
-50
-48
-50
-47
-47
-47
-48
-49
-47
-47
-54
-45
-46
-50
-48
-46
-47
-50
-51
-49
-49
-50
-46
-45
-51
-49
-48
-53
-49
-49
-47
-46
-48
-49
-48
-49
-49
-50
-48
-50
-47
-47
-48
-49
-49
-47
-47
-54
-45
-46
-49
-48
-46
-47
-50
-51
-47
-49
-50
-47
-45
-51
-49
-48
-53
-49
-48
-48
-46
-48
-49
-49
-49
-50
-50
-48
-50
-47
-47
-47
-48
-49
-47
-47
-54
-45
-46
-50
-48
-46
-46
-50
-50
-49
-49
-50
-47
-45
-50
-49
-47
-53
-49
-49
-48
-46
-48
-49
-48
-49
-49
-50
-48
-50
-47
-47
-47
-49
-49
-47
-47
-54
-45
-46
-49
-48
-46
-47
-51
-51
-48
-49
-50
-47
-45
-51
-49
-48
-53
-49
-49
-48
-46
-48
-49
-49
-49
-50
-50
-48
-50
-47
-47
-47
-48
-49
-47
-47
-54
-45
-46
-50
-48
-46
-46
-50
-51
-49
-50
-50
-46
-45
-50
-49
-48
-53
-49
-49
-47
-46
-48
-49
-48
-49
-49
-50
-48
-50
-47
-47
-47
-49
-49
-47
-47
-54
-45
-46
-50
-48
-46
-47
-50
-51
-48
-49
-50
-47
-45
-51
-49
-48
-53
-49
-49
-48
-46
-48
-49
-49
-49
-50
-50
-48
-50
-47
-47
-47
-48
-49
-47
-47
-54
-45
-45
-50
-48
-46
-47
-50
-51
-49
-49
-50
-47
-45
-50
-49
-48
-53
-49
-49
-48
-46
-48
-49
-49
-49
-50
-50
-47
-50
-47
-47
-47
-49
-49
-47
-47
-54
-45
-46
-49
-48
-46
-47
-50
-51
-47
-49
-50
-47
-45
-51
-49
-48
-53
-49
-48
-47
-46
-48
-49
-49
-49
-50
-50
-48
-50
-47
-47
-47
-47
-49
-47
-47
-54
-45
-46
-50
-48
-46
-47
-50
-51
-49
-49
-50
-46
-45
-50
-49
-48
-53
-49
-49
-48
-46
-48
-49
-49
-49
-49
-50
-48
-50
-47
-47
-47
-49
-49
-47
-47
-54
-45
-46
-50
-48
-46
-46
-51
-51
-48
-49
-50
-47
-45
-51
-49
-48
-53
-49
-48
-47
-46
-48
-49
-49
-49
-50
-50
-48
-50
-47
-46
-47
-48
-49
-47
-47
-54
-45
-45
-50
-48
-46
-46
-50
-51
-49
-49
-50
-46
-45
-51
-49
-47
-53
-49
-49
-48
-46
-48
-49
-48
-49
-49
-50
-48
-50
-47
-47
-47
-49
-49
-47
-47
-54
-45
-46
-50
-48
-46
-47
-50
-51
-49
-49
-50
-47
-45
-51
-49
-48
-53
-49
-49
-47
-46
-48
-49
-49
-49
-50
-50
-48
-49
-47
-47
-47
-47
-49
-47
-47
-54
-45
-46
-50
-48
-46
-46
-50
-51
-49
-49
-50
-46
-45
-51
-49
-48
-53
-49
-49
-48
-46
-48
-49
-48
-49
-49
-50
-47
-50
-47
-47
-47
-49
-49
-47
-47
-54
-45
-46
-49
-48
-46
-47
-50
-51
-49
-49
-50
-45
-50
-49
-48
-53
-49
-49
-47
-46
-48
-49
-49
-49
-50
-50
-48
-50
-47
-47
-47
-48
-49
-47
-47
-55
-45
-45
-50
-48
-46
-47
-50
-51
-49
-49
-50
-46
-45
-51
-49
-48
-53
-49
-49
-47
-46
-48
-49
-48
-49
-49
-50
-48
-50
-48
-47
-47
-49
-49
-47
-47
-54
-45
-46
-49
-48
-46
-47
-50
-51
-48
-49
-50
-47
-45
-50
-49
-48
-53
-49
-48
-47
-46
-48
-49
-49
-49
-50
-50
-48
-49
-47
-47
-47
-48
-49
-47
-47
-54
-45
-46
-50
-48
-46
-46
-50
-51
-49
-49
-50
-47
-45
-50
-49
-48
-53
-49
-49
-47
-46
-48
-49
-49
-49
-50
-50
-48
-50
-47
-47
-47
-49
-49
-47
-47
-54
-45
-46
-49
-48
-46
-46
-50
-51
-47
-49
-50
-47
-45
-50
-49
-48
-53
-49
-48
-47
-46
-48
-49
-49
-49
-50
-49
-48
-50
-47
-47
-47
-48
-49
-47
-47
-54
-45
-46
-50
-48
-46
-46
-50
-51
-49
-49
-50
-46
-45
-51
-49
-48
-53
-49
-49
-47
-46
-48
-49
-48
-49
-49
-50
-47
-50
-47
-47
-47
-49
-49
-47
-47
-54
-45
-46
-50
-48
-46
-46
-50
-51
-48
-49
-50
-47
-45
-50
-49
-48
-53
-49
-49
-47
-46
-48
-49
-49
-49
-50
-50
-48
-50
-47
-47
-47
-48
-49
-47
-47
-54
-45
-46
-50
-48
-46
-46
-50
-51
-49
-49
-50
-47
-45
-50
-49
-47
-53
-49
-49
-47
-46
-48
-49
-48
-49
-50
-49
-48
-50
-47
-47
-47
-49
-49
-47
-47
-54
-45
-46
-50
-48
-46
-46
-50
-51
-48
-49
-50
-47
-45
-50
-49
-48
-53
-49
-48
-47
-46
-48
-49
-49
-49
-50
-50
-48
-50
-47
-47
-47
-47
-49
-47
-47
-54
-45
-46
-50
-48
-46
-46
-50
-51
-49
-49
-50
-46
-45
-50
-49
-48
-53
-49
-49
-47
-46
-48
-49
-49
-49
-50
-49
-48
-50
-47
-47
-48
-49
-49
-47
-46
-54
-45
-46
-49
-48
-46
-46
-50
-51
-49
-49
-50
-47
-45
-50
-49
-48
-53
-49
-49
-47
-46
-48
-49
-49
-49
-50
-50
-48
-50
-48
-47
-47
-48
-49
-47
-47
-54
-45
-46
-50
-48
-46
-46
-50
-51
-49
-49
-50
-46
-45
-50
-49
-48
-53
-49
-49
-48
-46
-48
-49
-48
-49
-49
-49
-48
-50
-47
-47
-47
-49
-49
-47
-47
-54
-45
-46
-49
-48
-46
-46
-50
-51
-48
-49
-50
-47
-45
-51
-49
-48
-53
-49
-48
-47
-46
-48
-49
-49
-49
-50
-50
-48
-49
-47
-47
-47
-48
-49
-47
-47
-54
-45
-45
-50
-48
-46
-47
-50
-51
-49
-49
-50
-46
-45
-50
-49
-48
-53
-49
-49
-47
-46
-48
-49
-48
-49
-49
-50
-48
-50
-47
-47
-47
-49
-49
-47
-47
-54
-45
-46
-49
-48
-46
-46
-51
-51
-48
-49
-50
-47
-45
-50
-49
-48
-53
-49
-49
-47
-46
-48
-49
-49
-49
-50
-50
-48
-50
-47
-47
-47
-48
-49
-47
-47
-54
-45
-46
-50
-49
-46
-46
-50
-51
-49
-49
-50
-46
-45
-50
-49
-48
-53
-49
-49
-47
-46
-48
-49
-48
-49
-49
-49
-47
-50
-47
-47
-47
-49
-49
-47
-47
-54
-45
-46
-50
-48
-46
-46
-50
-51
-48
-49
-50
-47
-45
-50
-49
-48
-53
-49
-49
-47
-46
-48
-49
-49
-49
-50
-50
-48
-49
-47
-46
-47
-48
-49
-47
-47
-54
-45
-46
-50
-48
-46
