rssi
-60
-61
-55
-55
-68
-58
-58
-55
-56
127
-57
-58
-57
-67
-74
-64
-56
-66
-61
-59
-65
-58
127
-57
-55
-58
-64
-58
-58
127
-60
-74
-57
-63
-62
-62
-59
-61
-61
-55
-55
-68
-57
-58
-56
-56
-93
-57
-58
-56
-66
-73
-64
-56
-66
-61
-60
-64
-59
127
-58
-55
-58
-67
-58
-58
127
-60
-74
-56
-63
-62
-62
-59
-60
-61
-55
-55
-67
-58
-58
-56
-56
127
-57
-58
-57
-67
-73
-64
-56
-66
-65
-59
-65
-59
127
-58
-55
-58
-67
-58
-58
127
-60
-74
-57
-63
-63
-63
-59
-60
-61
-56
-55
-68
-58
-57
-56
-56
127
-57
-58
-56
-67
-73
-64
-55
-67
-61
-59
-64
-60
127
-57
-55
-58
-67
-58
-58
127
-60
-74
-56
-63
-63
-65
-58
-60
-61
-56
-55
-68
-58
-58
-56
-56
-96
-57
-58
-57
-67
-73
-64
-55
-65
-61
-59
-64
-59
127
-57
-55
-58
-67
-57
-58
-67
-59
-75
-56
-63
-61
-62
-61
-60
-61
-55
-55
-67
-58
-58
-56
-57
127
-57
-58
-57
-67
-72
-61
-55
-67
-61
-59
-65
-58
127
-58
-55
-58
-66
-58
-58
-67
-60
-76
-56
-62
-63
-63
-58
-60
-61
-55
-55
-68
-58
-58
-56
-56
127
-57
-58
-57
-65
-73
-64
-56
-65
-61
-59
-65
-58
127
-58
-55
-58
-64
-57
-58
-70
-59
-77
-56
-64
-63
-62
-61
-60
-61
-55
-55
-68
-58
-58
-56
-56
127
-57
-58
-57
-67
-73
-63
-56
-66
-62
-59
-65
-58
127
-58
-55
-58
-65
-58
-58
-67
-58
-75
-56
-63
-63
-62
-59
-60
-61
-55
-55
-68
-59
-58
-56
-56
127
-57
-58
-57
-67
-72
-65
-55
-65
-62
-60
-63
-60
127
-57
-55
-58
-65
-58
-58
-69
-58
-76
-56
-65
-63
-62
-60
-61
-60
-55
-55
-67
-58
-58
-56
-56
127
-58
-58
-57
-67
-72
-62
-56
-64
-61
-59
-65
-59
127
-57
-55
-58
-65
-58
-57
-66
-59
-76
-56
-63
-63
-62
-59
-61
-61
-55
-55
-67
-57
-58
-56
-56
-67
-57
-58
-57
-66
-72
-63
-56
-67
-61
-59
-65
-58
127
-58
-55
-58
-66
-58
-58
-67
-60
-73
-56
-63
-62
-62
-59
-60
-60
-55
-55
-69
-58
-58
-55
-55
127
-57
-59
-56
-67
-73
-64
-56
-65
-61
-59
-65
-58
127
-58
-55
-58
-65
-58
-58
127
-60
-72
-57
-62
127
-62
-60
-59
-61
-55
-55
-68
-57
-58
-57
-56
-67
-57
-59
-57
-66
-72
-64
-56
-67
-63
-60
-65
-59
127
-58
-55
-58
-65
-58
-58
127
-59
-72
-57
-64
-63
-62
-60
-60
-61
-55
-55
-67
-59
-58
-56
-57
127
-57
-58
-57
-66
-71
-64
-56
-67
-62
-60
-64
-58
127
-57
-55
-58
-63
-58
-58
-67
-61
-74
-56
-62
-64
-62
-60
-60
-61
-55
-55
-69
-58
-58
-56
-57
127
-58
-58
-57
-66
-70
-64
-55
-65
-61
-59
-65
-59
-74
-57
-55
-58
-67
-58
-58
-67
-60
-71
-56
-62
-63
-61
-60
-59
-61
-55
-55
-68
-57
-58
-55
-56
-93
-58
-59
-57
-64
-71
-66
-55
-67
-61
-59
-65
-59
127
-58
-55
-59
-67
-58
-58
-69
-59
-71
-56
-62
-65
-60
-61
-59
-61
-55
-55
-68
-57
-58
